comment_id,sentence_idx_in_comment,sentence,label,source
2624,1,2004.05.30 Afghanistan Musa Qala KILLED:4 KILLED:8,0,threat_corpus
2624,2,"Taliban assassins riding motorbikes swoop into a town and shoot up a government building, killing four and injuring eight.",0,threat_corpus
2625,0,Let me know when you decide to go and fight.,0,threat_corpus
2625,1,"I don't think I've killed quite enough Taliban yet, and it would be nice to add you to the list, you filthy terrorist-loving cunt.",1,threat_corpus
2626,0,"Don't make me laugh asswipe, make sure you come without your tanks jets or guns, come fight like a real man.",0,threat_corpus
2626,1,"I need to add some Yankees to my list as well, I don't think Ive blown enough of them up to be honest",0,threat_corpus
2627,0,Taliban is real goverment.,0,threat_corpus
2628,0,"@Commenter#1470  - Afghanistan government asking for help , USA installed Afghanistan government asking for help.",0,threat_corpus
2628,1,THAT is not real Afghanistan government.,0,threat_corpus
2628,2,ARE you crazy blind dumb stupid deaf or all of the above.,0,threat_corpus
2629,0,"By the way, you moronic Talib-loving cunt, there AREN'T any British or American troops in Badakhshan.",0,threat_corpus
2629,1,"It's in RC North, which is the German command, and nobody cares about it because it's even shittier than the rest of Afghanistan.",0,threat_corpus
2629,2,The Germans fly a recce Tornado over it twice a week just to count the goats.,0,threat_corpus
2630,0,the british and americans they killed were unarmed missionaries,0,threat_corpus
2630,1,you can shoot unarmed people and make it look like some great feat.,0,threat_corpus
2631,0,"*Medical workers, sorry.",0,threat_corpus
2631,1,People who are there for medical care of the population were slaughtered instead.,0,threat_corpus
2632,0,"Yes, you're right, I was a bit drunk when I wrote that comment.",0,threat_corpus
2632,1,I loathe the fucking Taliban cunts.,0,threat_corpus
2633,0,"No, I was agreeing with you.",0,threat_corpus
2633,1,They made propaganda because they killed aid workers?,0,threat_corpus
2633,2,People who take care of the livestock and livelihood?,0,threat_corpus
2633,3,And they call the US bad guys?,0,threat_corpus
2633,4,Makes me sick.,0,threat_corpus
2634,0,Brothers in arms?Noble cause?,0,threat_corpus
2634,1,Lions are actually a noble animal.,0,threat_corpus
2634,2,"People that stone women to death for alleged ""sins"", deny them education, deny people medicine or any kind of technology that relieves people from a life of brutality (except guns and explosives!",0,threat_corpus
2634,3,then you'll take whatever the latest invention!) .,0,threat_corpus
2634,4,well.I think the best solution would be forced sterilization of all the men and we men of the west could come in and save all your women and children from their hellish lives!,1,threat_corpus
2635,0,"...fuck allah, fuck taliban, fuck AQ, fuck terrorists, fuck islam, god bless the USA (And her allies)",0,threat_corpus
2636,0,fuck you whore god dosent bless the satahnic shithole called the United States which has the msot whores homosexuals degenerates teenage pregancies and all immoral vices fuck the bible fuck gayweh your fake polythestic god fuck the real terrorists your gay US army and fuck your homosexual whore generation you piece of shit americunt,0,threat_corpus
2637,0,go fuck ur self the real terrorist is america u dumb ass and why the fuck u blaming islam for when u dont know fuck all and im english so fuck you pussy.,0,threat_corpus
2638,0,KEEP ON MAKING YOUR PLANS ALLAH IS THE BEST PLANMAKER YOU WILL SEE,0,threat_corpus
2639,0,kill em all...,1,threat_corpus
2639,1,"good job, mr.",0,threat_corpus
2640,0,God=Allah=Yahweh in case people didnt know ;),0,threat_corpus
2641,0,"Oh, and that isn't even all of the attacks SINCE THE 8TH OF THIS MONTH.",0,threat_corpus
2641,1,How many dead due to the Taliban?,0,threat_corpus
2641,2,How many DOZENS more now injured/permanently disabled because of the Taliban?,0,threat_corpus
2641,3,"Remember, these numbers are not all of this months DIRECT ATTACKS ON UNARMED CIVILIANS.",0,threat_corpus
2641,4,Care to count up the dead for me?,0,threat_corpus
2641,5,I can tell you some more attacks.,0,threat_corpus
2642,0,To get off that mess / RON PAUL 2012,0,threat_corpus
2643,0,they were missionaries and not just civilians.,0,threat_corpus
2643,1,The US do always deny that they're sending missionaries but they definitely ARE sending missionaries to Afghanistan.,0,threat_corpus
2643,2,Afghan civilians who live there and are approached by those missionaries will warn the local mujahideen or taliban fighters.,0,threat_corpus
2643,3,I am Afghan myself from the Panjsher valley and I've been there not so long ago and many people tell me their stories.,0,threat_corpus
2643,4,So don't believe the media..,0,threat_corpus
2643,5,They really are missionaries,0,threat_corpus
2644,0,I'll be sure to tell Allah to shove his pedofile murdering ways up his cock-raped women-beating asshole.,0,threat_corpus
2644,1,How many people did the Germans kill in WW2?,0,threat_corpus
2644,2,How many people did the Russians kill?,0,threat_corpus
2644,3,How many people did the Chinese kill?,0,threat_corpus
2644,4,How many people did the Vietcong kill?,0,threat_corpus
2644,5,How many people did Saddam kill?,0,threat_corpus
2644,6,How many people has ISLAM killed?,0,threat_corpus
2644,7,"Don't play the ""US killed Hiroshima"" card.",0,threat_corpus
2644,8,"The war would've killed millions more had it gone on, WAY more than 500,000.",0,threat_corpus
2645,0,"i fail sometime , allah never fail , i dont play cards i tell facts ....dumbass you are failing your whole life blind bitch",0,threat_corpus
2646,0,Whatever makes you feel better about your fake religion and it's idiotic followers.,0,threat_corpus
2647,0,you know what makes me feel better .,0,threat_corpus
2647,1,"when a stupid dumbass like you stopped comunicating with me ,",0,threat_corpus
2648,0,That's a day of pride for us.,0,threat_corpus
2648,1,The day 19 of our men shook the most advanced country in the world.,0,threat_corpus
2648,2,Infiltrated the largest military and intelligence den in the world.,0,threat_corpus
2648,3,"Killing your leading military experts, and also striking at the heart of your greedy capitalistic economy, killing your bankers and corporate companies who fund the injustices of the world, we crippled your economy, and it has been crumbling ever since.",0,threat_corpus
2648,4,Get ready for the downfall of America by our hands.,0,threat_corpus
2649,0,The only thing you contribute is sitting on your ass saying you do something on youtube.,0,threat_corpus
2649,1,"I don't see the dead ""military experts"" or crippled economy....sure, there is a little instability, but no enormous devastating crash.",0,threat_corpus
2649,2,"I'm going to guess that you can back up none of that, and that your emotionally driven rage made you write that.",0,threat_corpus
2649,3,I can recommend 3 or 4 mental help hospitals that should be in your area,0,threat_corpus
2650,0,Read the casualty list for 9-11 and you will see.,0,threat_corpus
2650,1,"Read how much money America spent to capture 1 man, read how many trillions of dollars America spends every day on the war.",0,threat_corpus
2650,2,Read how much debt they are with the federal reserve.,0,threat_corpus
2650,3,America hasn't even got the gold reserves to back up their paper money.,0,threat_corpus
2650,4,"Read how they are withdrawing from Iraq, read the statements of their military experts and political analysers.",0,threat_corpus
2650,5,We the Muslims are 1.,0,threat_corpus
2650,6,We don't believe in borders penned by sykes & picot,0,threat_corpus
2651,0,yes talban kill them all,1,threat_corpus
2652,0,0:31 how much money thus news reporter pay for this pose?,0,threat_corpus
2653,0,Great news thank you brave people of Afghanistan.,0,threat_corpus
2653,1,CHINA needs to move good stuff across the border.,0,threat_corpus
2654,0,America and UK send money and aid to Afghanistan and these RAMBO TERRORISTS kills westeners.,0,threat_corpus
2654,1,"Now I think westeners are stupids, stop sending money and aid to these crazy violent religious fanatics.",0,threat_corpus
2655,0,"If we're not allowed to spread the Gospel in 'your' countries, then get the fuck out of ours the deceptive, filthy, lying bastards.",0,threat_corpus
2655,1,"They're only 'your' countries in the first place because of muhammed's ruthless aggression when he started the political movement that is 'islam', he killed off everyone else.",0,threat_corpus
2655,2,"islam - a movement that totally contradicts itself, even in it's own book!",0,threat_corpus
2655,3,Thank God for the west and thank God for Christianity!,0,threat_corpus
2656,0,where tha fuck is the kill!!!,0,threat_corpus
2657,0,America fuck yeah!!,0,threat_corpus
2657,1,Gonna save the motherfucking day!!,0,threat_corpus
2658,0,keep them coming.,0,threat_corpus
2658,1,the more the better.,0,threat_corpus
2658,2,nothing can stand against a people of high moral conviction - The Mighty Taliban !,0,threat_corpus
2658,3,good luck boys.,0,threat_corpus
2658,4,wish i was there - could help out a little myself.,0,threat_corpus
2658,5,killing an american soldier must be one of the best feelings in the world.,1,threat_corpus
2658,6,one less american asshole trampling the earth and breething the good air.,0,threat_corpus
2659,0,"kill all imperial soldiers,the more dead american soldiers,less represion on the rest of the world",1,threat_corpus
2660,0,go Taliban go allah akbar,1,threat_corpus
2661,0,kill all american bastards,1,threat_corpus
2662,0,"Why do americans that have no control, or say, we are prisoners in our own country, our resources stolen by the zionists, they indoctrinate our children and use our laws against the people, and you blame us?",0,threat_corpus
2662,1,That would be like Americans blaming individual German citizens for WWII.,0,threat_corpus
2662,2,"While many did, we realized it was the regime and the zionists who controlled the Reich, and not the average citizen, and you people need to realize we are ALL IN THE SAME SITUATION controlled by the same people!",0,threat_corpus
2663,0,nah i bet you all get a lovely little feeling that you're all too chickenshit to fire your own weapons lol keep passingout the deathdealers tho mate cos at the last count EVERY nation in the NATO and UN alliance (plus a whole host of countries besides) buy your shit and use it well everywhere from south america to china ......,0,threat_corpus
2663,1,You sell em almost as cheap as the russians :) so no reason for guilt eh and you avoided a shedload in my comment previous :),0,threat_corpus
2664,0,fuck ur kind of muslims,0,threat_corpus
2665,0,@@Commenter#1492  now we have muslims hating muslims cos they're not fundamentalists ...............,0,threat_corpus
2665,1,"didn't see that coming at all lol allah and your book preach peace to all men regardless of colour or creed and killing is ver much frowned upon I quote a film "" no religions got it nailed yet you're all kinda there but not getting the big picture, the one thing god hates the most ?",0,threat_corpus
2665,2,"is the stupid shit that gets done in his name "" smart words :) @Commenter#5514 peace to you and yours",0,threat_corpus
2666,0,Yeah and I would kick your fucking piece of shit scumbag ass back into your shit ass afghanistan shit hut that you call a home you fuck.,1,threat_corpus
2667,0,funny title ( tajik talibs)﻿,0,threat_corpus
2668,0,BRAVE people of Afghanistan and Iraq want USA occupiers OUT of their land.,0,threat_corpus
2669,0,Chinese need to join the fight for FREEDOM of the WORLD.,0,threat_corpus
2670,0,"god so many idiots in this world, wake up, oppen youre mind and c what is happening in this zionist world, to start watch this video on you tube.",0,threat_corpus
2670,1,"(no war for israel with iran) give 10 minutes to learn something,,,,,,,,,,,",0,threat_corpus
2671,0,Send the Chinese over.,0,threat_corpus
2672,0,"this was sent to me by a very educated guy i believe , and i believe he's right in some things but not in others .........",0,threat_corpus
2672,1,you figure it out :::@Commenter#1494,0,threat_corpus
2672,2,"it is against islam to kill civilians, taliban are lost.",0,threat_corpus
2672,3,"however, what would u do if somebody invaded your home, killed your family etc kill your brothers?",0,threat_corpus
2672,4,"misery causes madness, this hatred destroys everyone, the good and the bad.",0,threat_corpus
2672,5,vis consili expers mole ruit sua- force without wisdom fails of its own weight and both sides are guilty of,0,threat_corpus
2673,0,sorry it ended with...,0,threat_corpus
2674,0,taliban does not specific address and it the US make some events and then some anonymous person representing the taliban accepts the responsibility .,0,threat_corpus
2675,0,some of your comments made feel sick for real;,0,threat_corpus
2676,0,so what people get killed every day in palestine ....why are these people so important????????,0,threat_corpus
2676,1,because they americans??????,0,threat_corpus
2676,2,"fuck them all the world is better off without that shit country all they know is killing innocent people worldwide ,the fucking cowards!!!!!!!!!!!!!!",1,threat_corpus
2677,0,Because this is western news.,0,threat_corpus
2677,1,"If you're in an Arab nation, people in palestine getting killed will make the news.",0,threat_corpus
2677,2,It all depends on where you live.,0,threat_corpus
2677,3,"If I live in China, a Chinese getting killed in like Africa will be more important than Americans getting killed.",0,threat_corpus
2678,0,"...no dumbass america lies about everything they never tell the truth..they are a shame for all humans...............fuck your freemasonmotherfuckers i dont give a fuck about all ya devilmotherfuckers , they think they make good plans but forget ALLAH is the best planmaker soebhaanALLAH﻿",0,threat_corpus
2679,0,Your reply has absolutely nothing to do with my response.,0,threat_corpus
2679,1,I said what the media covers is based on where the medias are based in.,0,threat_corpus
2680,0,they are all 1 worldwide thats how they control the world...so are you with them or against them?,0,threat_corpus
2681,0,"that bad for the Bristish soldier, god rest his soul.",0,threat_corpus
2682,0,you a fake motherfucker ..you aint a muslim you just a punk who got brainwashed...you realy think they are HELPING???,0,threat_corpus
2682,1,its war motherfucker only thing they are helping you with is to die,1,threat_corpus
2683,0,shit why Christians are there let Muslim mulls from Saudi do all humanitarian works.,0,threat_corpus
2683,1,Muslims are wild animal let them suffer there pull all christian aid workers out,0,threat_corpus
2684,0,911 was a staged act by the Saudis under guidance of the CIA.,0,threat_corpus
2684,1,"And I know you'll declare me a ""conspiracy-theorist"", just as your masters' brainwash machine thaught you to discredit any questioners/opposers.",0,threat_corpus
2684,2,"Secondly, in case you didn't notice: THE ENTIRE WORLD wants to ""fuck"" with America.",0,threat_corpus
2684,3,The US have followed the playbook of the Roman Empire and inspired by Nazi Germany tactics.,0,threat_corpus
2684,4,These brave people in the middle east are fighting for their freedom and lives!,0,threat_corpus
2685,0,@Commenter#5515  dude just because your country is a piece of shit doesnt mean you have to get mad,0,threat_corpus
2686,0,HAHAHAHAHAH ty man i am a taliban ikr i kill americans yahyy :D we send u to hell!,1,threat_corpus
2687,0,Exxon Mobil profit soars 41% - this is the real objective of the US military-industrial complex.,0,threat_corpus
2687,1,Richest 1% of Americans live like Kings and Queens while unemployment and foreclosures soar.,0,threat_corpus
2687,2,That is what u get for supporting America's war policy through the ages since the Philippine-American War 1899.,0,threat_corpus
2687,3,Today US has over 700 military bases abroad and outspends China in military spending by almost 6-1.,0,threat_corpus
2687,4,The price is terrorism and economic recession.,0,threat_corpus
2688,0,"PRC has 1.3 billion out of 7 billion in the world is not 1/3, fyi.",0,threat_corpus
2688,1,Get your facts straight.,0,threat_corpus
2688,2,No wonder US govt likes idiots like you.,0,threat_corpus
2688,3,"I have to spell it out for you - US govt uses ""war"" as a cover to justify spending and a foreign policy that gives huge contracts to companies owned and controlled by the richest 1% while making the 99% pay for it.",0,threat_corpus
2688,4,"""War is a racket"" - Gen Smedley Butler 1930's, look it up if you don't understand what I am saying, idiot.",0,threat_corpus
2689,0,"umad bitch america,israel and india support them fucking jew and these contruys r the terrorist dirty afghan",0,threat_corpus
2690,0,"Long live taliban, kill more Americans please",1,threat_corpus
2691,0,"Taliban is at least supporter of radical islamic groups, and it is a fact that radical islamic groups kill more Muslim civilians than nato soldiers.",0,threat_corpus
2692,0,Respond to this video...,0,threat_corpus
2692,1,"Fuck the taliban, and especially fuck al-qaeda!!",0,threat_corpus
2692,2,And fuck you if you don't see the real story.,0,threat_corpus
2692,3,Do you think all of those bombings throughout Europe were a response to the United States' retaliation against the taliban?,0,threat_corpus
2692,4,They were a very calculated plan of events drawn out by al-qaeda.,0,threat_corpus
2692,5,"Yes, some westerners are over zealous, and some take it too far, but we need to find the rest of the al-qaeda folks (who are being shielded by the taliban) so we can wrap it up!",0,threat_corpus
2693,0,"No, they don't have televisions, and they don't know the truth about what or why they are being invaded.",0,threat_corpus
2693,1,"Oh, OK, it's 2011, not 2001, so all of them do have a clue by now, and even so, they don't disarm and help us by pointing out the location of the bad apples, they just shoot at us instead.",0,threat_corpus
2693,2,"I was not a Bush supporter, but I am very interested in vindication.",0,threat_corpus
2693,3,"The Taliban were worse than China on human rights, as well as supporters of al-qaeda!",0,threat_corpus
2694,0,lol fucking yankee comment chechen vids ALLAH u AKBAR lol,0,threat_corpus
2694,1,yes but allah kill your country too XD,1,threat_corpus
2695,0,those tajiks are very brave.,0,threat_corpus
2696,0,"America need to sort their own shit out like 34,000 died on Mexican boarder in 4 years!!!!",0,threat_corpus
2696,1,and your thousands of kilometers away fighting farmers and their cousins?,0,threat_corpus
2696,2,"meanwhile there is ethnic cleansing right next door and probably within your own boarders, sort it out Obama.",0,threat_corpus
2697,0,gotta clean out bushes shit stains first,0,threat_corpus
2698,0,Would have a lot more respect for the Taliban if they did not have medieval views on how to treat women and homosexuals.,0,threat_corpus
2698,1,"Their government trained terrorists who conducted attacks on US targets outside of their own country, the US was well within its rights to attack back.",0,threat_corpus
2699,0,Re: Taliban and women.,0,threat_corpus
2699,1,"During the Afghan Civil War, former Mujahideen warlords would kidnap, rape, and murder women.",0,threat_corpus
2699,2,"The first Taliban attack was to free two women from the military base of a warlord, then hang the bastard from a tank barrel.",0,threat_corpus
2699,3,"Taliban did not train AQ, but they did accept the support of their foreign corps.",0,threat_corpus
2699,4,Taliban NEVER conducted attacks outside of Afghanistan--that was AQ.,0,threat_corpus
2699,5,"At worst, the Taliban harbored AQ, but they aren't the same.",0,threat_corpus
2699,6,Don't confuse the two.,0,threat_corpus
2700,0,"For people who constantly refer to the Taliban as terrorists, why don't you ever ask youserlves this: What are the US troops still doing in that country?",0,threat_corpus
2700,1,What right do they have to be there?,0,threat_corpus
2700,2,What right do they have to play God?,0,threat_corpus
2700,3,The real enemy is the zionist government that controls the US...but obviously people are so brainwashed that they isten to the garbage they see on the news channels.,0,threat_corpus
2700,4,"Remember one thing....they only show you, what they wish to you!!!",0,threat_corpus
2701,0,You're existence is a lol﻿,0,threat_corpus
2702,0,how are they not terrorists for blowing up and brutally executing innocent people?!?,0,threat_corpus
2702,1,"and they do present a threat to American lives, i know 9/11 was al qaida and all but still they killed over 3,000 innocent Americans because they dont like our freedom",0,threat_corpus
2703,0,No terrorists step on my home country!,0,threat_corpus
2704,0,"Remember you guys, whether US or partners, chose to invade Afghanistan, and to native people you are enemies, invaders, terrorists, and they don't owe you anything.",0,threat_corpus
2704,1,"Just as if they do the same to NY or London, they would be regarded as terrorists, and would be hunted down and killed.",0,threat_corpus
2704,2,Trouble is the imperialist West is too patronising and think everything should only work in their favour regardless of whether they're right or wrong !!,0,threat_corpus
2705,0,"Why does it have to be ""Americans"" that's just a stereotype bring up by other countries.",0,threat_corpus
2705,1,"I mean doesn't the UK, Canada, France, Germany and every single European think the same...yes they do.",0,threat_corpus
2706,0,You're a tool.,0,threat_corpus
2706,1,Have you ever made the effort to investigate the Taliban and Al-Qaeda outside of your brainwash mainstream media???,0,threat_corpus
2706,2,Otherwise you would know that they're different from each other and in fact were enemies before the US sticked their dick in their land.,0,threat_corpus
2706,3,"The Taliban were in power before and, whether you like their laws or not, you can't deny they brought a certain stability to this war torn land.",0,threat_corpus
2706,4,nothing but chaos and death.,0,threat_corpus
2707,0,Kill more US soldiers!!!,1,threat_corpus
2708,0,I'll kill you,1,threat_corpus
2709,0,"Bring it biatch :P You won't even know what hit you, you little Naruto boy lol!",0,threat_corpus
2710,0,Dont make me use my spoon !,0,threat_corpus
2710,1,X ill poke you so hard with a spoon it will brouze you,0,threat_corpus
2711,0,I'll pull out my fork and pinch you,0,threat_corpus
2712,0,How DAre you ??,0,threat_corpus
2712,1,I HaVe SenSitVE SKIN !!,0,threat_corpus
2713,0,"TALIBAN  SCUM ,,,,DIE",1,threat_corpus
2714,0,americans already lost the war and they dont even know it,0,threat_corpus
2715,0,then how do you know?,0,threat_corpus
2716,0,Islam the cult of pigs..!,0,threat_corpus
2717,0,and christianity is a cult of gays,0,threat_corpus
2718,0,How so?Do you want to meet me in real life and see if Im gay?,0,threat_corpus
2719,0,The Taliban are NOT Al-Qaeda!,0,threat_corpus
2719,1,"They are NOT ""terrorists"".",0,threat_corpus
2719,2,They are simply freedom fighters for Afghanistan!,0,threat_corpus
2719,3,Most people there have no idea what 9/11 is or why they are constantly being attacked.,0,threat_corpus
2719,4,"They just see the US fascist empire massacre their people, and occupy their land to oppress them.",0,threat_corpus
2719,5,It is natural they just want the US out and live their life!,0,threat_corpus
2719,6,"If you come to kill the poor and helpless, they will fight back.",0,threat_corpus
2719,7,Peace to all Afghan people!,0,threat_corpus
2720,0,have you seen what the taliban do to the local villagers?,0,threat_corpus
2720,1,any intelligent person would call it terrorism,0,threat_corpus
2721,0,I know very well what they do and what they not do.,0,threat_corpus
2721,1,"Fact is: The Taliban are not perfect, far from it.",0,threat_corpus
2721,2,"if you approach the people with good will, food, medical aid and let them their freedom, maybe one day you can change the flaws in their society and become friends.",0,threat_corpus
2721,3,"But instead they are invaded, bombed, massacred, raped and tortured.",0,threat_corpus
2721,4,WHAT DO YOU EXPECT???,0,threat_corpus
2721,5,Should they love you for it????,0,threat_corpus
2721,6,"If the US invaded my country and killed my terrorizes my family, I'd fight too!",0,threat_corpus
2722,0,"Alot of the Turdiban come from outside Afghanistan, and do know about 9/11, and they kill and injure more civilians than anybody else.",0,threat_corpus
2722,1,Not my idea of Afghan freedom fighters.,0,threat_corpus
2723,0,"Yes, the Taliban are not perfect.",0,threat_corpus
2723,1,You simply have to see the Afghans were under constant invasion and war for eternity.,0,threat_corpus
2723,2,"Romans, CHinese, Soviets, Americans, they all try to take their land.",0,threat_corpus
2723,3,What do you expect?,0,threat_corpus
2723,4,And they had NOTHING to do with 911.,0,threat_corpus
2723,5,911 was done by Saudis who were backed by the CIA.,0,threat_corpus
2723,6,They keept their tracks and surpressed info of them.,0,threat_corpus
2723,7,"Cheney and the CIA has advanced knowledge and used it as a ""tool"".",0,threat_corpus
2723,8,Just like Hitler did back,0,threat_corpus
2724,0,Do you really think I give a shit ?,0,threat_corpus
2725,0,Stay brainwashed imperialist pig!,0,threat_corpus
2725,1,DEATH TO THE AMERICAN EMPIRE!!!,1,threat_corpus
2726,0,How about you go and life with those scumbags.,0,threat_corpus
2726,1,"Hand in your cellphone, computer, music, but keep the porn.",0,threat_corpus
2726,2,They are really into that.,0,threat_corpus
2727,0,True Muslims Do NOT commit violence!,0,threat_corpus
2727,1,"I am a Christian and seem to know more about what the Koran says than most of you ""so called"" Muslims will ever be able too.",0,threat_corpus
2727,2,"If you were to stop listening to to all the right wing bullshit your local Imam is preaching, you would support the USA for allowing freedom of religion in our country.",0,threat_corpus
2727,3,"Why is it that in the USA, Muslims practice freely WITHOUT having Christians murder OR behead them, even though we (Christians)are the majority?﻿",0,threat_corpus
2728,0,yes true Muslims do not commit violence.......,0,threat_corpus
2728,1,"those Muslim who fight for their freedom you call terrorist, those Muslim who live with Islamic system you call fundamentalist and for you Muslims who accept your way of live, your system is a true Muslims....",0,threat_corpus
2728,2,in my country Christians freely practice their religion without feared.,0,threat_corpus
2728,3,even we Muslims are the majority.,0,threat_corpus
2729,0,missionaries=crusaders kill all crusaders....,0,threat_corpus
2729,1,how dare they go to a muslim land and preach their trinity y???!?!?!?,0,threat_corpus
2729,2,im glad the will be burning in hell inshaAllah,1,threat_corpus
2730,0,non of you guys seem to have an impact on the world.,0,threat_corpus
2730,1,quit preaching crap,0,threat_corpus
2731,0,"E dar internet gapa kalon nazan , dont increase yourself in internet  , you nothing , as you peoples just can babble , if you love taliban why dont help them and go to jihad?",0,threat_corpus
2731,1,Or you afraid your ass ?,0,threat_corpus
2731,2,"Dont say bad words about tajik mojaheeds or uzbek mojaheeds just Allah can adjudicate them ., i know you one of nationalist , you can just commend yourself .",0,threat_corpus
2731,3,I know nowords useful to advice you .,0,threat_corpus
2732,0,"Mustafa: Kuni, u wanna kill me???",0,threat_corpus
2732,1,Come to Richmond CA.,0,threat_corpus
2732,2,I will fuck your life the way the Russians have been fucking u for 80 years.,0,threat_corpus
2732,3,Don't ever talk about Taliban.,0,threat_corpus
2732,4,Taliban will fuck u with no Vaseline once NATO leaves Afghanistan.,0,threat_corpus
2732,5,Long live Afghan Mujahideen,0,threat_corpus
2733,0,"Pakhtun e kusi khohar wa kusi modar , agar taliban namibud Russ wa Amriko modari turo wa khoharatro to hol migoyd , if Taliban doesn't fight in Afganistan and defend Afganistan .",0,threat_corpus
2733,1,Americans will fuck you and your owners .,0,threat_corpus
2733,2,If i will meet like you matherfuckers i will kill and kill .,1,threat_corpus
2733,3,"Chi qadar mojahidini tojik wa uzbek jang kardand dar Afgonistan wa shahid shudand , tu kusiocha dar keri taliban namearzi .",0,threat_corpus
2734,0,"Mustafa: Kuni cunt, u have some nerve talking about courage when your mom's breath smells like Russian dicks, your identity was fucked, your nationality was fucked, your religion was gone, your names were forced upon u by your MASTERS-the USSR-who fucked u with no Vaseline for 80 years.",0,threat_corpus
2734,1,U should bow down n worship the ground Afghans walk on cuz WE freed u from slavery.,0,threat_corpus
2734,2,What a shame cuz u obviously were happy tea bagging Russian cocks,0,threat_corpus
2735,0,"Mustafa: Eh faggot kuni, u have the nerve to talk shit to your OWNER?",0,threat_corpus
2735,1,Ai kerem da mazhab tu kafir kuni Tajik cunt.,0,threat_corpus
2735,2,Before u talk shit to your sister's boyfriends (Afghans) u should know that the Soviets fucked your entire bloodline for 80 years before u were liberated thanks to Holy Afghanistan.,0,threat_corpus
2735,3,U coward cunt should pull Russian cocks put of your mom's cunt before u even say the word Afghan.,0,threat_corpus
2736,0,Zindabad Taliban ﻿,0,threat_corpus
2737,0,im proud of my tajik brothers.,0,threat_corpus
2737,1,im pashtuns and will do anything for our tajic as long they kill fukn americans and nato !!!,1,threat_corpus
2738,0,Quit talking your third world bullshit around civilized society.,0,threat_corpus
2738,1,Killing aid workers is no doubt a great victory to taliban cowards.,0,threat_corpus
2739,0,they were preaching their infidel religion to the unsuspecting illiterate muslims..,0,threat_corpus
2739,1,thats not acceptable in a muslim landdd they have to be eliminated.,0,threat_corpus
2739,2,"how are they cowards if they are ready to take on several huge nations with powerful advanced weapons and military power while they themselves barely have any armor or weapons always fighting on foot while the cowardly invaders hide behind tanks, plaes and dronesss ???",0,threat_corpus
2739,3,how are the taliban then cowardsss u stupid kaffir ???!!,0,threat_corpus
2740,0,They wereaid workers.,0,threat_corpus
2740,1,If they were preaching then you ask them to leave.,0,threat_corpus
2740,2,You do not kill them.,0,threat_corpus
2740,3,They taliban represent no one but themselves.,0,threat_corpus
2740,4,Your statement of eliminating them for preaching tells me alot about you.,0,threat_corpus
2740,5,"As for taking on huge nations, its called stupidity.",0,threat_corpus
2740,6,"As for infidel religion, we are not blowing up car bombs killing thousands of ur brothers.",0,threat_corpus
2740,7,Your religion is a backward and hostile belief.,0,threat_corpus
2740,8,And we will kill all of you.,1,threat_corpus
2740,9,"Remember, our enemies die.",1,threat_corpus
2741,0,I can't wait to join so I can go over there to help our country and make their country more peaceful.,0,threat_corpus
2741,1,To do that we must kill all taliban,1,threat_corpus
2742,0,You make country's peaceful by killing people?,0,threat_corpus
2743,0,ya its called killing bad guy so the people can live in peace and then spit in are faces like you.,0,threat_corpus
2743,1,you should be put on a stick and burned alive.,1,threat_corpus
2744,0,"Who is that gets to decide who this ""bad guy"" is?",0,threat_corpus
2744,1,Spit in the faces of random totally uninvolved people?,0,threat_corpus
2744,2,What kind of an objective is that....,0,threat_corpus
2744,3,You really shouldn't get so mad when I crush your inferior logic with a simple question.,0,threat_corpus
2744,4,Its just a game....,0,threat_corpus
2745,0,i hope taliban kills all the filthy amaricans who invaded their country,1,threat_corpus
2746,0,fuck you i hope you fucking die fucking die!,1,threat_corpus
2746,1,where filthy Americans all right all we do is save fat fucks like you so you can fucking talk shit on the U.S fuck you man.,0,threat_corpus
2746,2,also shown i found 10 mistakes in your sentience this shows how intelligent you are.,0,threat_corpus
2746,3,fucking rot in hell ass hole.,0,threat_corpus
2747,0,Why do christians try and convert these ppl?,0,threat_corpus
2747,1,They really do deserve to be shot.,0,threat_corpus
2747,2,Christians should just stick to their own ppl and countries and stop sticking your noses in where it's not wanted.,0,threat_corpus
2747,3,"It's absolutely ridiculous,why do they do it?",0,threat_corpus
2748,0,Tajiks are not Talibs.....thy are moron pashtuns and retarded pakis!,0,threat_corpus
2749,0,ignorant cow fuckers,0,threat_corpus
2750,0,i love taliban ...,0,threat_corpus
2750,1,keep killing those pigs until they get out of afghanistan LOVE & RESPECT FROM HIJAZ,1,threat_corpus
2751,0,"we didnt know this was gonna happen, we did not fail, and how are we getting our ass kicked?",0,threat_corpus
2752,0,"Too bad most Taliban fighters are foreign, shipped in from Pakistan or larger middle eastern countries",0,threat_corpus
2753,0,its a war﻿,0,threat_corpus
2754,0,I would evacuate all afghan civilians and nuke the shit out of the talibans.﻿,1,threat_corpus
2755,0,"killing unarmed humanitarian workers has always been a proof of great courage and brevary, i think even allah or god would find this just disgusting and if not, he isn't the god so many people talk about and he isn't worthy of our belief and trust...",0,threat_corpus
2756,0,"don't need to capture them, we kill them...",1,threat_corpus
2756,1,The only reason why this war is taking time is because we try to not kill civilians.,0,threat_corpus
2756,2,If we didn't do that we just have to drop a few nukes or napalm on this piece of lunatic landscape and the problem would be solved.,1,threat_corpus
